Nº Pedido,Cliente - Motorista,Data Emissão Pedido,Data Entrega Prevista,Destino,Itens,R$ Faturados,Saída para Entrega,Data Entrega Real, Qtd Devolução,Mot. Devolução,Dias Para Entrega,Status
A8339,AMERICANAS-VALDIR ESPINOSA,2021-04-08,2021-04-18,BH,11,185.9000000000001,2021-04-18,2021-04-19,2,Danificado,11,Atrasado
A8340,CASAS BAHIA-FELIPE SILVA,2021-04-08,2021-04-18,SP,14,680.4,2021-04-13,2021-04-28,1,Produto Errado,20,Atrasado
A8345,WALMART-TÚLIO SILVEIRA,2021-04-08,2021-04-18,SP,13,195.0,2021-04-15,2021-04-24,2,Produto Errado,16,Atrasado
A8346,CASA E VIDEO-JOÃO GOMES,2021-04-08,2021-04-18,SP,2,62.8,2021-04-11,2021-04-17,2,Produto Errado,9,No Prazo
A8347,AMERICANAS-MARCOS LEROY,2021-04-08,2021-04-18,BH,14,470.4000000000002,2021-04-16,2021-04-20,4,Arrependimento,12,Atrasado
A8351,WALMART-MARCOS LEROY,2021-04-09,2021-04-19,SP,12,558.0,2021-04-10,2021-04-22,2,Arrependimento,13,Atrasado
A8353,MAGAZINE LUIZA-FELIPE SILVA,2021-04-09,2021-04-19,RJ,4,68.00000000000004,2021-04-15,2021-04-24,2,Produto Errado,15,Atrasado
A8354,MAGAZINE LUIZA-MARCOS LEROY,2021-04-09,2021-04-19,BH,3,50.40000000000002,2021-04-23,2021-04-25,3,Danificado,16,Atrasado
A8355,RICARDO ELETRO-VALDIR ESPINOSA,2021-04-09,2021-04-19,RJ,20,326.0,2021-04-19,2021-04-20,2,Produto Errado,11,Atrasado
A8357,RICARDO ELETRO-LUIZ PARDAL,2021-04-09,2021-04-19,BH,9,270.0,2021-04-20,2021-04-24,0,S/ Devolu.,15,Atrasado
A8361,CASAS BAHIA-FELIPE SILVA,2021-04-09,2021-04-19,BH,18,289.79999999999995,2021-04-17,2021-04-25,1,Produto Errado,16,Atrasado
A8362,CASAS BAHIA-TÚLIO SILVEIRA,2021-04-09,2021-04-19,BH,9,448.20000000000016,2021-04-11,2021-04-17,1,Danificado,8,No Prazo
A8366,WALMART-JOÃO GOMES,2021-04-10,2021-04-20,RJ,17,266.9,2021-04-12,2021-04-19,14,Danificado,9,No Prazo
A8369,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-10,2021-04-20,SP,19,634.6000000000003,2021-04-20,2021-04-21,0,S/ Devolu.,11,Atrasado
A8377,WALMART-TÚLIO SILVEIRA,2021-04-11,2021-04-21,SP,12,186.0,2021-04-13,2021-04-25,0,S/ Devolu.,14,Atrasado
A8378,AMERICANAS-LUIZ PARDAL,2021-04-11,2021-04-21,SP,18,601.2000000000003,2021-04-21,2021-04-22,1,Produto Errado,11,Atrasado
A8379,RICARDO ELETRO-TÚLIO SILVEIRA,2021-04-11,2021-04-21,RJ,15,235.5,2021-04-25,2021-04-28,1,Produto Errado,17,Atrasado
A8383,AMERICANAS-MARCOS LEROY,2021-04-11,2021-04-21,SP,7,236.60000000000014,2021-04-19,2021-04-24,1,Produto Errado,13,Atrasado
A8384,RICARDO ELETRO-VALDIR ESPINOSA,2021-04-11,2021-04-21,RJ,11,369.6000000000002,2021-04-21,2021-04-25,4,Produto Errado,14,Atrasado
A8385,AMERICANAS-VALDIR ESPINOSA,2021-04-12,2021-04-22,SP,2,31.999999999999996,2021-04-15,2021-04-20,1,Produto Errado,8,No Prazo
A8388,RICARDO ELETRO-MARCOS LEROY,2021-04-12,2021-04-22,BH,4,193.2,2021-04-19,2021-04-23,3,Danificado,11,Atrasado
A8390,AMERICANAS-TÚLIO SILVEIRA,2021-04-12,2021-04-22,SP,15,473.99999999999994,2021-04-16,2021-04-20,0,S/ Devolu.,8,No Prazo
A8391,MAGAZINE LUIZA-MARCOS LEROY,2021-04-12,2021-04-22,SP,15,450.0,2021-04-26,2021-04-30,0,S/ Devolu.,18,Atrasado
A8397,RICARDO ELETRO-MARCOS LEROY,2021-04-13,2021-04-23,RJ,6,297.00000000000006,2021-04-18,2021-04-26,4,Danificado,13,Atrasado
A8398,AMERICANAS-MARCOS LEROY,2021-04-13,2021-04-23,BH,7,357.0000000000002,2021-04-20,2021-04-21,2,Danificado,8,No Prazo
A8401,RICARDO ELETRO-TÚLIO SILVEIRA,2021-04-13,2021-04-23,SP,1,16.099999999999998,2021-04-23,2021-05-02,1,Produto Errado,19,Atrasado
A8402,CASAS BAHIA-TÚLIO SILVEIRA,2021-04-13,2021-04-23,RJ,6,295.20000000000005,2021-04-18,2021-04-24,0,S/ Devolu.,11,Atrasado
A8403,RICARDO ELETRO-FELIPE SILVA,2021-04-13,2021-04-23,RJ,14,228.20000000000002,2021-05-01,2021-05-02,2,Produto Errado,19,Atrasado
A8406,RICARDO ELETRO-FELIPE SILVA,2021-04-14,2021-04-24,SP,4,132.00000000000003,2021-04-30,2021-05-04,2,Danificado,20,Atrasado
A8407,MAGAZINE LUIZA-FELIPE SILVA,2021-04-14,2021-04-24,SP,17,831.3000000000001,2021-04-19,2021-04-24,0,S/ Devolu.,10,No Prazo
A8410,WALMART-TÚLIO SILVEIRA,2021-04-14,2021-04-24,BH,6,302.40000000000015,2021-04-28,2021-05-01,1,Produto Errado,17,Atrasado
A8411,AMERICANAS-FELIPE SILVA,2021-04-14,2021-04-24,BH,11,179.3,2021-04-19,2021-04-30,0,S/ Devolu.,16,Atrasado
A8415,CASAS BAHIA-MARCOS LEROY,2021-04-15,2021-04-25,SP,15,765.0000000000005,2021-04-18,2021-04-26,10,Produto Errado,11,Atrasado
A8416,AMERICANAS-FELIPE SILVA,2021-04-15,2021-04-25,BH,6,93.6,2021-04-19,2021-04-27,1,Produto Errado,12,Atrasado
A8419,WALMART-TÚLIO SILVEIRA,2021-04-15,2021-04-25,SP,1,15.7,2021-04-25,2021-05-04,0,S/ Devolu.,19,Atrasado
A8424,MAGAZINE LUIZA-FELIPE SILVA,2021-04-15,2021-04-25,SP,1,31.799999999999997,2021-04-22,2021-04-24,0,S/ Devolu.,9,No Prazo
A8425,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-16,2021-04-26,RJ,1,33.80000000000002,2021-04-30,2021-05-03,0,S/ Devolu.,17,Atrasado
A8427,RICARDO ELETRO-LUIZ PARDAL,2021-04-16,2021-04-26,SP,5,75.0,2021-04-18,2021-04-26,1,Produto Errado,10,No Prazo
A8429,WALMART-JOÃO GOMES,2021-04-16,2021-04-26,SP,20,316.0,2021-04-22,2021-04-26,1,Produto Errado,10,No Prazo
A8430,AMERICANAS-FELIPE SILVA,2021-04-16,2021-04-26,RJ,9,450.90000000000015,2021-04-24,2021-05-05,0,S/ Devolu.,19,Atrasado
A8431,MAGAZINE LUIZA-JOÃO GOMES,2021-04-16,2021-04-26,SP,4,198.00000000000006,2021-04-18,2021-05-04,1,Produto Errado,18,Atrasado
A8435,MAGAZINE LUIZA-MARCOS LEROY,2021-04-16,2021-04-26,SP,18,901.8000000000003,2021-05-02,2021-05-06,2,Produto Errado,20,Atrasado
A8437,AMERICANAS-MARCOS LEROY,2021-04-16,2021-04-26,RJ,4,63.199999999999996,2021-04-21,2021-04-29,4,Produto Errado,13,Atrasado
A8440,CASA E VIDEO-JOÃO GOMES,2021-04-17,2021-04-27,SP,14,235.2000000000001,2021-04-18,2021-04-26,3,Produto Errado,9,No Prazo
A8441,RICARDO ELETRO-JOÃO GOMES,2021-04-17,2021-04-27,SP,12,199.20000000000005,2021-04-23,2021-04-26,3,Danificado,9,No Prazo
A8442,RICARDO ELETRO-JOÃO GOMES,2021-04-17,2021-04-27,BH,14,697.2000000000002,2021-04-19,2021-05-02,1,Arrependimento,15,Atrasado
A8443,RICARDO ELETRO-FELIPE SILVA,2021-04-17,2021-04-27,BH,6,94.19999999999999,2021-04-20,2021-04-25,2,Danificado,8,No Prazo
A8444,WALMART-MARCOS LEROY,2021-04-17,2021-04-27,BH,4,66.80000000000003,2021-04-30,2021-05-04,2,Danificado,17,Atrasado
A8447,AMERICANAS-JOÃO GOMES,2021-04-18,2021-04-28,RJ,16,720.0,2021-05-01,2021-05-03,2,Danificado,15,Atrasado
A8448,WALMART-MARCOS LEROY,2021-04-18,2021-04-28,BH,5,156.0,2021-05-02,2021-05-08,5,Danificado,20,Atrasado
A8450,WALMART-JOÃO GOMES,2021-04-18,2021-04-28,BH,3,50.40000000000002,2021-04-20,2021-05-07,2,Produto Errado,19,Atrasado
A8451,WALMART-LUIZ PARDAL,2021-04-18,2021-04-28,RJ,17,550.8,2021-05-04,2021-05-08,2,Danificado,20,Atrasado
A8454,CASA E VIDEO-VALDIR ESPINOSA,2021-04-18,2021-04-28,RJ,17,805.8,2021-04-25,2021-04-26,2,Produto Errado,8,No Prazo
A8455,AMERICANAS-TÚLIO SILVEIRA,2021-04-18,2021-04-28,BH,8,124.8,2021-05-01,2021-05-05,0,S/ Devolu.,17,Atrasado
A8456,MAGAZINE LUIZA-JOÃO GOMES,2021-04-18,2021-04-28,BH,20,942.0,2021-04-26,2021-04-29,4,Produto Errado,11,Atrasado
A8457,WALMART-MARCOS LEROY,2021-04-18,2021-04-28,RJ,20,664.0000000000002,2021-04-29,2021-05-04,8,Danificado,16,Atrasado
A8458,CASA E VIDEO-VALDIR ESPINOSA,2021-04-19,2021-04-29,BH,3,95.39999999999999,2021-04-30,2021-05-03,1,Arrependimento,14,Atrasado
A8460,CASAS BAHIA-MARCOS LEROY,2021-04-19,2021-04-29,RJ,12,201.60000000000008,2021-04-26,2021-05-01,1,Produto Errado,12,Atrasado
A8464,CASA E VIDEO-MARCOS LEROY,2021-04-19,2021-04-29,RJ,3,143.99999999999997,2021-04-25,2021-04-30,2,Produto Errado,11,Atrasado
A8465,MAGAZINE LUIZA-LUIZ PARDAL,2021-04-19,2021-04-29,BH,11,521.4,2021-04-26,2021-04-29,2,Produto Errado,10,No Prazo
A8467,RICARDO ELETRO-FELIPE SILVA,2021-04-20,2021-04-30,SP,8,405.60000000000025,2021-04-28,2021-05-07,0,S/ Devolu.,17,Atrasado
A8469,AMERICANAS-LUIZ PARDAL,2021-04-20,2021-04-30,RJ,7,217.0,2021-04-28,2021-05-01,3,Produto Errado,11,Atrasado
A8475,CASAS BAHIA-JOÃO GOMES,2021-04-20,2021-04-30,SP,3,48.900000000000006,2021-04-22,2021-05-10,0,S/ Devolu.,20,Atrasado
A8477,AMERICANAS-TÚLIO SILVEIRA,2021-04-20,2021-04-30,BH,16,544.0000000000003,2021-04-22,2021-04-30,1,Produto Errado,10,No Prazo
A8487,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-04-21,2021-05-01,RJ,9,282.59999999999997,2021-05-04,2021-05-05,1,Danificado,14,Atrasado
A8488,RICARDO ELETRO-JOÃO GOMES,2021-04-21,2021-05-01,RJ,13,434.20000000000016,2021-04-28,2021-05-05,3,Produto Errado,14,Atrasado
A8491,RICARDO ELETRO-VALDIR ESPINOSA,2021-04-21,2021-05-01,BH,11,181.50000000000003,2021-04-28,2021-05-04,2,Danificado,13,Atrasado
A8492,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-22,2021-05-02,SP,12,360.0,2021-05-04,2021-05-08,2,Produto Errado,16,Atrasado
A8493,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-22,2021-05-02,BH,20,318.0,2021-05-01,2021-05-03,2,Danificado,11,Atrasado
A8494,MAGAZINE LUIZA-MARCOS LEROY,2021-04-22,2021-05-02,RJ,7,111.29999999999998,2021-04-29,2021-04-30,0,S/ Devolu.,8,No Prazo
A8495,CASA E VIDEO-MARCOS LEROY,2021-04-22,2021-05-02,SP,1,34.00000000000002,2021-04-30,2021-05-05,0,S/ Devolu.,13,Atrasado
A8496,CASA E VIDEO-MARCOS LEROY,2021-04-22,2021-05-02,BH,8,133.60000000000005,2021-04-25,2021-05-04,2,Danificado,12,Atrasado
A8497,CASA E VIDEO-JOÃO GOMES,2021-04-22,2021-05-02,SP,4,129.6,2021-04-26,2021-05-06,3,Arrependimento,14,Atrasado
A8498,AMERICANAS-VALDIR ESPINOSA,2021-04-22,2021-05-02,BH,16,240.0,2021-04-24,2021-04-30,2,Arrependimento,8,No Prazo
A8502,AMERICANAS-MARCOS LEROY,2021-04-23,2021-05-03,BH,14,473.2000000000003,2021-04-24,2021-05-05,1,Danificado,12,Atrasado
A8506,WALMART-LUIZ PARDAL,2021-04-23,2021-05-03,SP,17,547.4,2021-04-27,2021-05-02,0,S/ Devolu.,9,No Prazo
A8509,WALMART-LUIZ PARDAL,2021-04-24,2021-05-04,BH,17,278.8,2021-04-29,2021-05-04,0,S/ Devolu.,10,No Prazo
A8510,CASAS BAHIA-JOÃO GOMES,2021-04-24,2021-05-04,BH,2,97.80000000000001,2021-04-30,2021-05-02,0,S/ Devolu.,8,No Prazo
A8512,WALMART-VALDIR ESPINOSA,2021-04-24,2021-05-04,BH,15,711.0,2021-04-28,2021-05-14,0,S/ Devolu.,20,Atrasado
A8515,AMERICANAS-JOÃO GOMES,2021-04-25,2021-05-05,BH,9,450.90000000000015,2021-04-27,2021-05-11,1,Produto Errado,16,Atrasado
A8516,RICARDO ELETRO-TÚLIO SILVEIRA,2021-04-25,2021-05-05,SP,8,386.4,2021-04-26,2021-05-13,0,S/ Devolu.,18,Atrasado
A8518,RICARDO ELETRO-TÚLIO SILVEIRA,2021-04-25,2021-05-05,RJ,10,159.0,2021-04-29,2021-05-03,0,S/ Devolu.,8,No Prazo
A8520,MAGAZINE LUIZA-JOÃO GOMES,2021-04-25,2021-05-05,BH,6,201.60000000000008,2021-05-03,2021-05-13,3,Danificado,18,Atrasado
A8521,WALMART-TÚLIO SILVEIRA,2021-04-25,2021-05-05,BH,11,185.9000000000001,2021-04-29,2021-05-05,2,Produto Errado,10,No Prazo
A8522,WALMART-LUIZ PARDAL,2021-04-25,2021-05-05,SP,8,400.8000000000002,2021-05-04,2021-05-11,0,S/ Devolu.,16,Atrasado
A8524,WALMART-LUIZ PARDAL,2021-04-26,2021-05-06,SP,5,239.99999999999997,2021-05-02,2021-05-04,4,Produto Errado,8,No Prazo
A8527,CASA E VIDEO-MARCOS LEROY,2021-04-26,2021-05-06,RJ,1,32.199999999999996,2021-05-01,2021-05-05,1,Produto Errado,9,No Prazo
A8535,WALMART-LUIZ PARDAL,2021-04-27,2021-05-07,BH,14,222.59999999999997,2021-04-29,2021-05-05,1,Produto Errado,8,No Prazo
A8537,CASA E VIDEO-MARCOS LEROY,2021-04-27,2021-05-07,RJ,17,266.9,2021-04-28,2021-05-16,2,Arrependimento,19,Atrasado
A8539,CASA E VIDEO-FELIPE SILVA,2021-04-27,2021-05-07,SP,11,547.8000000000002,2021-05-04,2021-05-09,1,Produto Errado,12,Atrasado
A8540,RICARDO ELETRO-JOÃO GOMES,2021-04-27,2021-05-07,RJ,10,492.00000000000006,2021-05-11,2021-05-14,8,Danificado,17,Atrasado
A8544,CASAS BAHIA-TÚLIO SILVEIRA,2021-04-28,2021-05-08,RJ,13,620.0999999999999,2021-05-03,2021-05-14,2,Produto Errado,16,Atrasado
A8547,CASAS BAHIA-JOÃO GOMES,2021-04-28,2021-05-08,BH,3,148.50000000000003,2021-05-04,2021-05-10,3,Produto Errado,12,Atrasado
A8548,CASAS BAHIA-LUIZ PARDAL,2021-04-28,2021-05-08,SP,19,951.9000000000003,2021-05-05,2021-05-06,0,S/ Devolu.,8,No Prazo
A8550,CASA E VIDEO-JOÃO GOMES,2021-04-28,2021-05-08,BH,20,300.0,2021-05-14,2021-05-15,4,Produto Errado,17,Atrasado
A8551,WALMART-VALDIR ESPINOSA,2021-04-28,2021-05-08,RJ,5,253.50000000000014,2021-05-06,2021-05-08,0,S/ Devolu.,10,No Prazo
A8552,RICARDO ELETRO-MARCOS LEROY,2021-04-28,2021-05-08,SP,5,247.50000000000006,2021-05-15,2021-05-16,2,Danificado,18,Atrasado
A8553,CASA E VIDEO-TÚLIO SILVEIRA,2021-04-28,2021-05-08,RJ,20,972.0,2021-05-05,2021-05-07,0,S/ Devolu.,9,No Prazo
A8556,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-29,2021-05-09,RJ,11,178.2,2021-05-04,2021-05-11,0,S/ Devolu.,12,Atrasado
A8558,AMERICANAS-JOÃO GOMES,2021-04-29,2021-05-09,RJ,3,144.89999999999998,2021-05-06,2021-05-08,3,Danificado,9,No Prazo
A8561,WALMART-LUIZ PARDAL,2021-04-29,2021-05-09,BH,3,98.4,2021-04-30,2021-05-12,1,Produto Errado,13,Atrasado
A8563,AMERICANAS-JOÃO GOMES,2021-04-30,2021-05-10,BH,6,284.4,2021-05-02,2021-05-10,2,Produto Errado,10,No Prazo
A8565,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-04-30,2021-05-10,BH,20,318.0,2021-05-05,2021-05-10,1,Danificado,10,No Prazo
A8568,WALMART-JOÃO GOMES,2021-04-30,2021-05-10,BH,18,885.6000000000001,2021-05-08,2021-05-13,3,Produto Errado,13,Atrasado
A8571,AMERICANAS-MARCOS LEROY,2021-05-01,2021-05-11,RJ,4,190.79999999999998,2021-05-02,2021-05-18,3,Arrependimento,17,Atrasado
A8572,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-05-01,2021-05-11,SP,12,579.5999999999999,2021-05-14,2021-05-21,0,S/ Devolu.,20,Atrasado
A8579,CASA E VIDEO-JOÃO GOMES,2021-05-02,2021-05-12,RJ,14,473.2000000000003,2021-05-17,2021-05-18,2,Danificado,16,Atrasado
A8581,AMERICANAS-JOÃO GOMES,2021-05-02,2021-05-12,SP,4,127.99999999999999,2021-05-11,2021-05-22,4,Produto Errado,20,Atrasado
A8583,WALMART-LUIZ PARDAL,2021-05-02,2021-05-12,RJ,2,62.0,2021-05-08,2021-05-11,0,S/ Devolu.,9,No Prazo
A8586,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-05-02,2021-05-12,RJ,20,310.0,2021-05-03,2021-05-17,0,S/ Devolu.,15,Atrasado
A8590,CASA E VIDEO-JOÃO GOMES,2021-05-02,2021-05-12,BH,16,537.6000000000003,2021-05-08,2021-05-17,1,Produto Errado,15,Atrasado
A8591,CASAS BAHIA-JOÃO GOMES,2021-05-02,2021-05-12,BH,2,62.0,2021-05-08,2021-05-11,2,Produto Errado,9,No Prazo
A8592,WALMART-VALDIR ESPINOSA,2021-05-03,2021-05-13,SP,19,642.2000000000004,2021-05-06,2021-05-11,2,Danificado,8,No Prazo
A8593,CASAS BAHIA-JOÃO GOMES,2021-05-03,2021-05-13,BH,3,143.99999999999997,2021-05-04,2021-05-20,2,Danificado,17,Atrasado
A8594,AMERICANAS-LUIZ PARDAL,2021-05-03,2021-05-13,RJ,11,172.7,2021-05-16,2021-05-22,2,Produto Errado,19,Atrasado
A8595,RICARDO ELETRO-LUIZ PARDAL,2021-05-03,2021-05-13,SP,8,383.99999999999994,2021-05-04,2021-05-15,1,Produto Errado,12,Atrasado
A8596,AMERICANAS-FELIPE SILVA,2021-05-03,2021-05-13,SP,7,219.79999999999998,2021-05-13,2021-05-21,0,S/ Devolu.,18,Atrasado
A8597,RICARDO ELETRO-LUIZ PARDAL,2021-05-03,2021-05-13,BH,2,32.199999999999996,2021-05-07,2021-05-19,0,S/ Devolu.,16,Atrasado
A8599,AMERICANAS-FELIPE SILVA,2021-05-03,2021-05-13,RJ,7,210.0,2021-05-10,2021-05-13,0,S/ Devolu.,10,No Prazo
A8601,CASAS BAHIA-TÚLIO SILVEIRA,2021-05-03,2021-05-13,BH,16,248.0,2021-05-13,2021-05-20,4,Danificado,17,Atrasado
A8603,AMERICANAS-VALDIR ESPINOSA,2021-05-04,2021-05-14,SP,10,316.0,2021-05-19,2021-05-20,1,Produto Errado,16,Atrasado
A8606,MAGAZINE LUIZA-MARCOS LEROY,2021-05-04,2021-05-14,BH,13,213.20000000000002,2021-05-11,2021-05-23,1,Danificado,19,Atrasado
A8607,AMERICANAS-VALDIR ESPINOSA,2021-05-04,2021-05-14,SP,5,170.0000000000001,2021-05-06,2021-05-13,2,Danificado,9,No Prazo
A8608,WALMART-MARCOS LEROY,2021-05-04,2021-05-14,RJ,2,33.600000000000016,2021-05-10,2021-05-14,1,Danificado,10,No Prazo
A8611,RICARDO ELETRO-TÚLIO SILVEIRA,2021-05-04,2021-05-14,BH,14,226.79999999999998,2021-05-22,2021-05-24,0,S/ Devolu.,20,Atrasado
A8612,RICARDO ELETRO-MARCOS LEROY,2021-05-04,2021-05-14,RJ,4,135.20000000000007,2021-05-07,2021-05-19,3,Produto Errado,15,Atrasado
A8614,WALMART-LUIZ PARDAL,2021-05-05,2021-05-15,BH,2,30.0,2021-05-08,2021-05-21,0,S/ Devolu.,16,Atrasado
A8617,AMERICANAS-FELIPE SILVA,2021-05-05,2021-05-15,SP,2,30.0,2021-05-09,2021-05-23,0,S/ Devolu.,18,Atrasado
A8619,RICARDO ELETRO-TÚLIO SILVEIRA,2021-05-05,2021-05-15,SP,19,615.6,2021-05-12,2021-05-25,4,Produto Errado,20,Atrasado
A8622,MAGAZINE LUIZA-FELIPE SILVA,2021-05-06,2021-05-16,RJ,1,33.80000000000002,2021-05-08,2021-05-15,0,S/ Devolu.,9,No Prazo
A8623,AMERICANAS-JOÃO GOMES,2021-05-06,2021-05-16,BH,16,265.6000000000001,2021-05-17,2021-05-19,1,Danificado,13,Atrasado
A8628,CASA E VIDEO-MARCOS LEROY,2021-05-06,2021-05-16,BH,12,597.6000000000001,2021-05-07,2021-05-18,1,Produto Errado,12,Atrasado
A8633,AMERICANAS-JOÃO GOMES,2021-05-07,2021-05-17,RJ,6,90.0,2021-05-09,2021-05-19,4,Danificado,12,Atrasado
A8634,CASAS BAHIA-MARCOS LEROY,2021-05-07,2021-05-17,BH,20,1014.0000000000006,2021-05-08,2021-05-19,13,Produto Errado,12,Atrasado
A8637,CASAS BAHIA-MARCOS LEROY,2021-05-08,2021-05-18,SP,4,135.20000000000007,2021-05-10,2021-05-16,3,Danificado,8,No Prazo
A8638,CASA E VIDEO-VALDIR ESPINOSA,2021-05-08,2021-05-18,BH,19,307.8,2021-05-22,2021-05-23,3,Arrependimento,15,Atrasado
A8648,CASAS BAHIA-JOÃO GOMES,2021-05-10,2021-05-20,RJ,15,468.0,2021-05-17,2021-05-23,2,Produto Errado,13,Atrasado
A8650,AMERICANAS-FELIPE SILVA,2021-05-10,2021-05-20,RJ,20,336.00000000000017,2021-05-25,2021-05-27,3,Danificado,17,Atrasado
A8654,AMERICANAS-TÚLIO SILVEIRA,2021-05-10,2021-05-20,BH,14,462.0000000000001,2021-05-25,2021-05-26,2,Produto Errado,16,Atrasado
A8655,AMERICANAS-LUIZ PARDAL,2021-05-11,2021-05-21,RJ,8,136.00000000000009,2021-05-17,2021-05-19,2,Danificado,8,No Prazo
A8657,RICARDO ELETRO-LUIZ PARDAL,2021-05-11,2021-05-21,RJ,8,260.8,2021-05-13,2021-05-29,2,Produto Errado,18,Atrasado
A8658,RICARDO ELETRO-FELIPE SILVA,2021-05-11,2021-05-21,SP,4,196.8,2021-05-19,2021-05-20,3,Arrependimento,9,No Prazo
A8662,CASAS BAHIA-MARCOS LEROY,2021-05-11,2021-05-21,SP,10,471.0,2021-05-14,2021-05-22,3,Produto Errado,11,Atrasado
A8663,AMERICANAS-TÚLIO SILVEIRA,2021-05-11,2021-05-21,SP,18,907.2000000000004,2021-05-24,2021-05-30,1,Produto Errado,19,Atrasado
A8664,MAGAZINE LUIZA-TÚLIO SILVEIRA,2021-05-11,2021-05-21,RJ,17,810.9,2021-05-26,2021-05-28,1,Danificado,17,Atrasado
A8665,CASA E VIDEO-LUIZ PARDAL,2021-05-12,2021-05-22,SP,9,456.30000000000024,2021-05-16,2021-05-25,0,S/ Devolu.,13,Atrasado
A8666,WALMART-VALDIR ESPINOSA,2021-05-12,2021-05-22,SP,5,239.99999999999997,2021-05-22,2021-05-27,2,Danificado,15,Atrasado
A8667,MAGAZINE LUIZA-MARCOS LEROY,2021-05-12,2021-05-22,SP,1,31.999999999999996,2021-05-24,2021-05-27,1,Produto Errado,15,Atrasado
A8671,WALMART-MARCOS LEROY,2021-05-12,2021-05-22,BH,18,601.2000000000003,2021-05-17,2021-05-22,2,Produto Errado,10,No Prazo
A8673,WALMART-TÚLIO SILVEIRA,2021-05-12,2021-05-22,SP,15,507.0000000000003,2021-05-15,2021-05-24,4,Arrependimento,12,Atrasado
A8676,CASA E VIDEO-FELIPE SILVA,2021-05-13,2021-05-23,SP,11,363.00000000000006,2021-05-25,2021-05-27,0,S/ Devolu.,14,Atrasado
A8677,CASA E VIDEO-VALDIR ESPINOSA,2021-05-13,2021-05-23,SP,6,100.80000000000004,2021-05-21,2021-05-25,1,Produto Errado,12,Atrasado
A8681,WALMART-VALDIR ESPINOSA,2021-05-13,2021-05-23,BH,11,360.80000000000007,2021-05-24,2021-05-31,1,Produto Errado,18,Atrasado
A8685,WALMART-LUIZ PARDAL,2021-05-13,2021-05-23,BH,9,147.60000000000002,2021-05-17,2021-05-23,0,S/ Devolu.,10,No Prazo
A8686,CASAS BAHIA-JOÃO GOMES,2021-05-14,2021-05-24,RJ,3,151.20000000000007,2021-05-16,2021-05-23,0,S/ Devolu.,9,No Prazo
A8687,AMERICANAS-VALDIR ESPINOSA,2021-05-14,2021-05-24,BH,14,684.6,2021-05-19,2021-05-22,1,Produto Errado,8,No Prazo
A8689,MAGAZINE LUIZA-JOÃO GOMES,2021-05-14,2021-05-24,SP,10,498.00000000000017,2021-05-18,2021-06-02,2,Produto Errado,19,Atrasado
A8690,CASAS BAHIA-VALDIR ESPINOSA,2021-05-14,2021-05-24,SP,15,236.99999999999997,2021-05-20,2021-05-31,1,Danificado,17,Atrasado
A8691,RICARDO ELETRO-LUIZ PARDAL,2021-05-14,2021-05-24,SP,11,541.2,2021-05-22,2021-05-25,4,Danificado,11,Atrasado
A8694,RICARDO ELETRO-FELIPE SILVA,2021-05-15,2021-05-25,SP,6,282.59999999999997,2021-05-27,2021-06-02,2,Produto Errado,18,Atrasado
A8695,RICARDO ELETRO-VALDIR ESPINOSA,2021-05-15,2021-05-25,BH,11,184.8000000000001,2021-05-30,2021-06-02,1,Produto Errado,18,Atrasado
A8698,WALMART-JOÃO GOMES,2021-05-15,2021-05-25,RJ,18,842.4,2021-05-16,2021-05-23,1,Produto Errado,8,No Prazo
A8700,RICARDO ELETRO-FELIPE SILVA,2021-05-16,2021-05-26,SP,15,675.0,2021-05-25,2021-06-02,0,S/ Devolu.,17,Atrasado
A8702,WALMART-LUIZ PARDAL,2021-05-16,2021-05-26,RJ,15,235.5,2021-05-30,2021-06-04,1,Produto Errado,19,Atrasado
A8705,RICARDO ELETRO-JOÃO GOMES,2021-05-16,2021-05-26,SP,13,410.79999999999995,2021-05-22,2021-06-03,1,Danificado,18,Atrasado
A8708,MAGAZINE LUIZA-VALDIR ESPINOSA,2021-05-16,2021-05-26,SP,18,810.0,2021-05-19,2021-05-31,0,S/ Devolu.,15,Atrasado
A8709,AMERICANAS-MARCOS LEROY,2021-05-16,2021-05-26,RJ,18,608.4000000000003,2021-05-28,2021-05-29,13,Danificado,13,Atrasado
A8710,MAGAZINE LUIZA-MARCOS LEROY,2021-05-16,2021-05-26,BH,3,50.10000000000002,2021-05-29,2021-06-05,2,Produto Errado,20,Atrasado
A8711,AMERICANAS-VALDIR ESPINOSA,2021-05-17,2021-05-27,RJ,7,113.39999999999999,2021-05-20,2021-06-02,0,S/ Devolu.,16,Atrasado
A8712,CASAS BAHIA-JOÃO GOMES,2021-05-17,2021-05-27,BH,4,202.80000000000013,2021-05-22,2021-05-28,3,Produto Errado,11,Atrasado
